community_name,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade:,PctNotHSGrad:,PctBSorMore:,PctUnemployed:,PctEmploy:,PctEmplManu:,PctEmplProfServ:,PctOccupMgmtProf:,MalePctDivorce:,MalePctNevMarr:,FemalePctDiv:,TotalPctDiv:,PersPerFam:,PctFam2Par:,PctKids2Par:,PctYoungKids2Par:,PctTeen2Par:,PctWorkMomYoungKids:,PctWorkMom:,NumIlleg:,PctIlleg:,NumImmig:,PctRecentImmig:,PctSpeakEnglOnly:,PctNotSpeakEnglWell:,PctLargHouseFam:,PctLargHouseOccup:,PersPerOccupHous:,PersPerOwnOccHous:,PersPerRentOccHous:,PctPersOwnOccup:,PctPersDenseHous:,PctHousLess3BR:,MedNumBR:,HousVacant:,PctHousOccup:,PctHousOwnOcc:,PctVacantBoarded:,PctVacMore6Mos:,MedYrHousBuilt:,PctHousNoPhone:,PctWOFullPlumb:,OwnOccLowQuart:,OwnOccMedVal:,OwnOccHiQuart:,RentLowQ:,RentMedian:,RentHighQ:,MedRent:,MedRentPctHousInc:,MedOwnCostPctInc:,MedOwnCostPctIncNoMtg:,NumInShelters:,NumStreet:,PctForeignBorn:,PctBornSameState:,PctSameHouse85:,LandArea:,PopDens:,PctUsePubTrans:,ViolentCrimesPerPop:
Goldsborocity,0.05,0.64,0.92,0.24,0.08,0.03,0.38,0.61,0.36,0.35,0.06,1,0.14,0.51,0.37,0.23,0.47,0.64,0.44,0.15,0.19,0.28,0.2,0.21,0.12,0.27,0.4,0.07,0.56,0.41,0.43,0.24,0.28,0.51,0.45,0.61,0.33,0.55,0.4,0.63,0.61,0.49,0.34,0.34,0.4,0.3,0.48,0.45,0.06,0.75,0.01,0.07,0.93,0.03,0.23,0.22,0.44,0.35,0.53,0.18,0.18,0.51,0.5,0.05,0.75,0.25,0.2,0.49,0.48,0.5,0.4,0.09,0.09,0.1,0.08,0.14,0.18,0.17,0.41,0.53,0.49,0.02,0,0.05,0.62,0.39,0.06,0.16,0.01,0.61
Watsonvillecity,0.03,0.78,0.01,0.31,0.34,1,0.46,0.57,0.36,0.39,0.05,1,0.27,0.53,0.34,0.36,0.54,0.59,0.5,0.25,0.18,0.26,0.22,0.16,0.31,0.19,0.23,0.04,0.4,1,0.83,0.15,0.75,0.46,0.36,0.27,0.19,0.36,0.48,0.5,0.46,0.9,0.55,0.53,0.68,0.69,0.57,0.5,0.02,0.37,0.07,1,0,1,1,1,0.82,0.57,1,0.24,1,0.82,0,0.02,0.83,0.35,0.26,0.51,0.67,0.2,0.59,0.47,0.48,0.48,0.46,0.53,0.62,0.54,0.72,0.83,0.25,0.07,0.06,1,0.46,0.41,0.01,0.44,0.11,0.62
CommerceCitycity,0.01,0.55,0.06,0.77,0.07,0.67,0.46,0.49,0.3,0.31,0.03,0.98,0.15,0.54,0.05,0.19,0.43,0.71,0.37,0.15,0.12,0.12,0.18,0.09,0.17,0.24,0.26,0.03,0.62,0.47,0.7,0.03,0.72,0.41,0.39,0.11,0.09,0.85,0.39,0.83,0.87,0.6,0.36,0.35,0.15,0.4,0.33,0.4,0.02,0.37,0,0.13,0.69,0.17,0.42,0.4,0.59,0.52,0.68,0.45,0.36,0.59,0,0.03,0.56,0.5,0.34,0.61,0.42,0.58,0.52,0.11,0.09,0.08,0.24,0.26,0.27,0.27,0.87,0.54,0.47,0.02,0,0.1,0.61,0.59,0.06,0.07,0.21,0.62
Ozarkcity,0,0.41,0.48,0.6,0.05,0.03,0.46,0.52,0.34,0.44,0,0,0.19,0.51,0.37,0.27,0.52,0.44,0.62,0.21,0.18,0.22,0.16,0.2,0.19,0.08,0.32,0.02,0.44,0.46,0.48,0.22,0.45,0.38,0.27,0.43,0.37,0.48,0.36,0.55,0.54,0.46,0.54,0.52,0.68,0.54,0.49,0.5,0.01,0.2,0,0.01,0.95,0.01,0.22,0.2,0.41,0.42,0.43,0.5,0.14,0.39,0.5,0.03,0.53,0.5,0.14,0.57,0.6,0.7,0.21,0.08,0.08,0.08,0.04,0.1,0.16,0.12,0.29,0.35,0.46,0,0,0.06,0.57,0.5,0.05,0.06,0.01,0.62
HuntingtonParkcity,0.07,1,0.02,0,0.11,1,0.63,0.76,0.55,0.14,0.09,1,0.2,0.63,0.23,0.07,0.23,0.67,0.2,0.15,0.07,0.1,0.24,0.15,0.34,0.2,0.24,0.12,0.64,1,1,0.06,0.89,0.43,0.98,0.04,0.05,0.25,0.77,0.47,0.38,1,0.49,0.46,0.51,0.53,0.27,0.13,0.1,0.86,0.22,1,0,1,1,1,1,1,1,0.06,1,0.98,0,0.03,0.85,0.09,0.26,0.29,0.4,0.48,1,0.41,0.41,0.39,0.47,0.44,0.48,0.41,0.87,0.94,0.17,0.05,0,1,0.28,0.44,0.01,1,0.8,0.62
Springfieldcity,0.1,0.41,0.34,0.72,0.03,0.01,0.5,0.52,0.4,0.49,0.11,1,0.16,0.36,0.1,0.31,0.57,0.71,0.67,0.19,0.19,0.19,0.21,0.09,0.36,0.11,0.27,0.13,0.55,0.33,0.55,0.16,0.58,0.31,0.54,0.52,0.3,0.68,0.44,0.68,0.71,0.44,0.39,0.4,0.36,0.31,0.49,0.44,0.07,0.41,0,0.03,0.97,0.02,0.24,0.22,0.38,0.38,0.42,0.44,0.1,0.57,0,0.12,0.69,0.46,0.64,0.59,0.15,0.53,0.33,0.06,0.05,0.05,0.12,0.15,0.16,0.2,0.56,0.19,0.42,0,0.02,0.03,0.83,0.53,0.05,0.3,0.06,0.62
Cambridgecity,0,0.32,0.86,0.31,0.02,0.01,0.36,0.42,0.28,0.6,0,0,0.14,0.34,0.08,0.28,0.64,0.66,0.52,0.18,0.2,0.27,0.21,0.16,0.21,0.17,0.15,0.02,0.58,0.66,0.69,0.14,0.48,0.35,0.76,0.36,0.23,0.74,0.55,0.68,0.74,0.35,0.03,0.03,0.12,0,0.66,0.69,0.03,1,0,0.01,0.91,0.07,0.18,0.15,0.31,0.27,0.38,0.27,0.11,0.65,0,0.03,0.59,0.31,0.46,0.7,0.29,0.88,0.06,0.1,0.1,0.11,0.08,0.12,0.14,0.16,0.37,0.33,0.61,0,0,0.01,0.88,0.67,0.02,0.15,0.03,0.62
NewBrunswickcity,0.05,0.77,0.58,0.35,0.24,0.36,1,1,1,0.28,0.07,1,0.27,0.57,0.24,0.36,0.44,0.49,0.32,0.28,0.21,0.25,0.25,0.21,0.22,0.24,0.27,0.07,0.58,0.55,0.6,0.37,0.59,0.41,0.35,0.65,0.35,0.36,1,0.34,0.36,0.58,0.14,0.13,0.25,0,0.65,0.64,0.06,1,0.05,0.68,0.52,0.45,0.59,0.48,0.51,0.48,0.56,0.1,0.48,0.74,0,0.04,0.76,0.14,0.57,0.38,0.21,0.54,0.97,0.29,0.3,0.29,0.47,0.54,0.66,0.55,0.7,0.88,1,0.06,0.04,0.5,0.49,0.32,0.01,0.67,0.69,0.62
SiouxCitycity,0.11,0.43,0.04,0.89,0.09,0.06,0.45,0.48,0.31,0.46,0.13,1,0.22,0.52,0.44,0.49,0.56,0.41,0.39,0.25,0.25,0.25,0.16,0.07,0.2,0.19,0.22,0.1,0.36,0.29,0.37,0.27,0.33,0.53,0.43,0.47,0.33,0.48,0.39,0.48,0.5,0.49,0.59,0.61,0.51,0.66,0.68,0.71,0.05,0.26,0.02,0.11,0.92,0.09,0.27,0.24,0.43,0.48,0.35,0.64,0.12,0.56,0,0.09,0.8,0.61,0.45,0.43,0.19,0.34,0.25,0.05,0.04,0.05,0.14,0.17,0.18,0.17,0.44,0.2,0.43,0.05,0.01,0.09,0.72,0.58,0.16,0.12,0.07,0.63
KeyWestcity,0.02,0.3,0.2,0.79,0.09,0.31,0.22,0.47,0.26,0.37,0,0,0.27,0.62,0.28,0.42,0.32,0.24,0.39,0.26,0.36,0.37,0.24,0.4,0.32,0.26,0.48,0.02,0.27,0.32,0.34,0.33,0.12,0.72,0.02,0.22,0.35,0.84,0.59,0.73,0.8,0.38,0.66,0.66,0.73,0.64,0.66,0.78,0.01,0.16,0.02,0.2,0.64,0.23,0.16,0.12,0.29,0.24,0.39,0.22,0.25,0.74,0,0.09,0.37,0.27,0.14,0.24,0.38,0.51,0.7,0.31,0.36,0.39,0.48,0.53,0.67,0.51,0.76,0.8,0.37,0,0.26,0.27,0.28,0.31,0.01,0.38,0.09,0.63
Bartowcity,0.01,0.48,0.57,0.51,0.04,0.06,0.46,0.46,0.33,0.57,0,0,0.23,0.43,0.61,0.33,0.64,0.43,0.63,0.24,0.21,0.27,0.18,0.12,0.15,0.15,0.27,0.02,0.43,0.46,0.58,0.18,0.38,0.32,0.38,0.39,0.29,0.69,0.39,0.69,0.71,0.45,0.37,0.28,0.3,0.43,0.58,0.64,0.02,0.44,0,0.05,0.9,0.08,0.26,0.25,0.45,0.4,0.55,0.58,0.31,0.5,0.5,0.03,0.65,0.61,0.22,0.37,0.48,0.69,0.53,0.08,0.07,0.08,0.11,0.17,0.19,0.19,0.44,0.16,0.19,0,0,0.08,0.58,0.62,0.02,0.14,0.03,0.63
Newberrytown,0,0.45,0.81,0.35,0.03,0.01,0.58,0.54,0.45,0.6,0,0,0.12,0.32,0.08,0.25,0.68,0.6,0.42,0.16,0.14,0.23,0.14,0,0.25,0,0.58,0.02,0.67,0.64,0.69,0.22,0.61,0.28,0.7,0.43,0.28,0.41,0.63,0.47,0.47,0.5,0.18,0.22,0.19,0.33,0.86,0.74,0.02,0.87,0,0.02,0.97,0.01,0.32,0.28,0.4,0.32,0.52,0.48,0.22,0.54,0.5,0.01,0.73,0.54,0.28,0.82,0.46,0.97,0.44,0.06,0.06,0.08,0.03,0.09,0.09,0.11,0.47,0.34,0.65,0,0,0.01,0.87,0.59,0.02,0.14,0,0.63
Lakelandcity,0.1,0.3,0.39,0.67,0.05,0.06,0.38,0.42,0.31,0.77,0.11,1,0.21,0.29,0.23,0.45,0.73,0.3,0.67,0.23,0.29,0.33,0.18,0.23,0.21,0.23,0.46,0.09,0.36,0.32,0.45,0.3,0.41,0.3,0.26,0.45,0.4,0.64,0.31,0.61,0.65,0.29,0.4,0.37,0.46,0.41,0.56,0.62,0.06,0.39,0.02,0.07,0.9,0.06,0.18,0.16,0.28,0.26,0.34,0.48,0.15,0.68,0,0.28,0.35,0.5,0.13,0.39,0.67,0.45,0.16,0.11,0.11,0.12,0.22,0.24,0.26,0.26,0.47,0.37,0.32,0.08,0.07,0.12,0.35,0.43,0.11,0.15,0.07,0.63
Brownsvillecity,0,0.47,1,0.17,0.01,0.01,0.5,0.49,0.3,0.47,0,0,0.1,0.45,0.69,0.19,0.68,0.8,0.25,0.14,0.13,0.25,0.15,0.15,0,0.16,0.15,0.02,0.71,0.74,0.72,0.17,0.57,0.38,0.84,0.24,0.24,0.62,0.42,0.71,0.71,0.58,0.21,0.21,0.25,0.33,0.62,0.7,0.02,0.78,0,0,0.97,0.03,0.37,0.34,0.5,0.49,0.51,0.51,0.24,0.44,0.5,0.01,0.87,0.52,0,0.45,0.67,0.53,0.76,0.06,0.04,0.05,0.01,0.09,0.1,0.11,0.5,0.49,0.72,0,0,0.02,0.92,0.66,0.02,0.12,0.01,0.63
FortWorthcity,0.7,0.44,0.43,0.45,0.12,0.36,0.41,0.57,0.36,0.35,0.71,1,0.25,0.6,0.28,0.37,0.4,0.29,0.39,0.25,0.27,0.37,0.2,0.18,0.25,0.2,0.25,0.69,0.46,0.42,0.49,0.34,0.48,0.5,0.49,0.35,0.39,0.73,0.45,0.72,0.75,0.56,0.51,0.47,0.61,0.49,0.49,0.49,0.37,0.4,0.27,0.21,0.67,0.31,0.42,0.35,0.45,0.48,0.43,0.45,0.36,0.65,0,1,0.43,0.44,1,0.56,0.52,0.55,0.33,0.08,0.1,0.12,0.26,0.26,0.28,0.26,0.39,0.46,0.42,0.52,0.8,0.26,0.66,0.44,0.82,0.13,0.09,0.63
SouthElMontecity,0.02,1,0.01,0.48,0.32,1,0.66,0.75,0.55,0.14,0.03,1,0.25,0.75,0.13,0.1,0.28,0.75,0.24,0.2,0.1,0.11,0.09,0.21,0.24,0.2,0.26,0.04,0.56,1,1,0.03,0.79,0.41,0.98,0.06,0.05,0.33,0.74,0.41,0.38,1,0.57,0.45,0.58,0.55,0.26,0.11,0.04,0.78,0.06,1,0,1,1,1,1,1,1,0.27,1,0.74,0,0,0.96,0.37,0.41,0.51,0.44,0.43,0.86,0.41,0.41,0.37,0.46,0.51,0.57,0.49,0.74,0.37,0.18,0,0.19,1,0.41,0.59,0.01,0.6,0.27,0.63
Wacocity,0.15,0.42,0.45,0.51,0.05,0.3,0.67,0.69,0.63,0.47,0.16,1,0.1,0.46,0.29,0.32,0.52,0.43,0.4,0.15,0.17,0.22,0.15,0.2,0.13,0.23,0.25,0.25,0.76,0.45,0.55,0.26,0.55,0.27,0.35,0.57,0.36,0.59,0.62,0.61,0.62,0.48,0.37,0.33,0.43,0.32,0.51,0.54,0.08,0.38,0.03,0.12,0.76,0.16,0.35,0.27,0.37,0.35,0.44,0.3,0.28,0.67,0,0.3,0.48,0.33,0.43,0.47,0.44,0.7,0.19,0.05,0.05,0.07,0.14,0.19,0.23,0.2,0.68,0.34,0.4,0.03,0.01,0.13,0.79,0.38,0.22,0.11,0.04,0.64
Cincinnaticity,0.57,0.29,0.74,0.4,0.07,0.01,0.41,0.56,0.39,0.44,0.58,1,0.16,0.39,0.15,0.37,0.47,0.7,0.42,0.19,0.25,0.35,0.19,0.15,0.31,0.25,0.36,0.78,0.65,0.35,0.53,0.35,0.51,0.39,0.34,0.59,0.46,0.71,0.71,0.7,0.74,0.48,0.14,0.18,0.14,0.18,0.44,0.4,0.74,0.96,0.07,0.09,0.92,0.04,0.34,0.23,0.27,0.43,0.24,0.26,0.17,0.76,0,0.79,0.65,0.22,0.61,0.5,0.13,0.37,0.3,0.11,0.11,0.12,0.15,0.2,0.23,0.17,0.46,0.3,0.4,0.58,0.05,0.08,0.72,0.5,0.22,0.39,0.63,0.64
Newburghcity,0.03,0.59,0.68,0.25,0.03,0.43,0.53,0.59,0.42,0.33,0.04,1,0.18,0.39,0.06,0.23,0.47,0.64,0.41,0.18,0.16,0.22,0.22,0.07,0.23,0.2,0.23,0.06,0.7,0.64,0.75,0.17,0.81,0.37,0.54,0.51,0.25,0.64,0.69,0.64,0.67,0.72,0.11,0.14,0,0.23,0.34,0.36,0.08,1,0.02,0.57,0.57,0.36,0.69,0.58,0.59,0.54,0.64,0.14,0.44,0.64,0,0.05,0.59,0.18,1,0.63,0,1,0.49,0.23,0.23,0.22,0.38,0.4,0.44,0.42,0.89,0.74,0.97,0.09,0.02,0.36,0.67,0.5,0.01,0.58,0.22,0.64
Saralandcity,0,0.48,0.13,0.89,0.01,0.01,0.45,0.46,0.3,0.35,0.02,1,0.31,0.61,0.28,0.35,0.47,0.13,0.61,0.29,0.23,0.23,0.18,0.19,0,0,0.15,0.01,0.18,0.32,0.46,0.13,0.24,0.44,0.53,0.3,0.24,0.38,0.25,0.42,0.42,0.47,0.76,0.75,0.87,0.68,0.42,0.38,0,0.07,0,0.02,0.97,0,0.13,0.15,0.54,0.54,0.48,0.74,0.09,0.28,0.5,0.01,0.84,0.73,0.11,0.48,0.65,0.25,0.07,0.1,0.09,0.08,0.18,0.18,0.16,0.19,0.15,0.15,0.15,0,0,0.01,0.78,0.71,0.03,0.09,0.01,0.65
Gainesvillecity,0.12,0.44,0.42,0.6,0.24,0.08,0.9,0.91,0.92,0.28,0.13,1,0.16,0.63,0.22,0.49,0.32,0.31,0.34,0.26,0.22,0.27,0.16,0.2,0.2,0.21,0.29,0.18,0.7,0.17,0.24,0.66,0.41,0.37,0.07,1,0.65,0.38,0.96,0.5,0.46,0.39,0.42,0.41,0.51,0.46,0.48,0.52,0.08,0.65,0.05,0.41,0.82,0.06,0.19,0.14,0.32,0.39,0.3,0.36,0.22,0.58,0,0.14,0.69,0.34,0.42,0.4,0.63,0.35,0.26,0.11,0.11,0.13,0.19,0.22,0.28,0.24,0.89,0.34,0.28,0.02,0.02,0.24,0.4,0.24,0.1,0.2,0.15,0.65
Greenvillecity,0.06,0.43,0.66,0.45,0.07,0.01,0.92,0.96,0.99,0.26,0.07,1,0.18,0.69,0.38,0.37,0.31,0.42,0.29,0.27,0.24,0.33,0.17,0.56,0.31,0.39,0.4,0.1,0.71,0.32,0.35,0.55,0.41,0.49,0.34,0.7,0.55,0.35,0.97,0.42,0.41,0.43,0.35,0.34,0.35,0.29,0.67,0.65,0.06,0.79,0.01,0.05,0.95,0.03,0.23,0.16,0.32,0.39,0.32,0.28,0.17,0.61,0,0.05,0.78,0.27,0.1,0.26,0.69,0.41,0.2,0.14,0.14,0.17,0.17,0.21,0.22,0.22,0.75,0.41,0.39,0.04,0.02,0.05,0.72,0.28,0.05,0.21,0.07,0.65
Plainfieldcity,0.06,0.66,1,0,0.06,0.28,0.42,0.55,0.36,0.29,0.07,1,0.44,0.67,0.06,0.32,0.37,0.44,0.32,0.42,0.33,0.46,0.35,0.22,0.35,0.3,0.33,0.05,0.32,0.37,0.49,0.29,0.57,0.61,0.49,0.41,0.31,0.54,0.7,0.62,0.61,0.74,0.27,0.21,0.38,0.24,0.79,0.8,0.09,1,0.05,0.55,0.68,0.4,0.73,0.67,0.69,0.77,0.62,0.41,0.48,0.54,0.5,0.05,0.78,0.39,0.42,0.49,0.19,0.44,0.39,0.33,0.35,0.33,0.52,0.53,0.58,0.54,0.53,0.69,0.71,0,0.04,0.45,0.48,0.62,0.02,0.64,0.4,0.65
EastPointcity,0.04,0.4,1,0,0.04,0.03,0.4,0.5,0.34,0.37,0.05,1,0.25,0.61,0.11,0.23,0.44,0.45,0.44,0.25,0.25,0.33,0.29,0.34,0.26,0.21,0.5,0.05,0.44,0.33,0.48,0.28,0.56,0.53,0.21,0.36,0.31,0.7,0.59,0.85,0.83,0.49,0.16,0.2,0.3,0.19,0.81,0.86,0.06,0.81,0.01,0.15,0.91,0.11,0.35,0.3,0.43,0.41,0.49,0.34,0.29,0.66,0,0.12,0.37,0.38,0.65,0.37,0.44,0.55,0.57,0.12,0.11,0.11,0.3,0.3,0.32,0.33,0.56,0.4,0.33,0,0.01,0.09,0.67,0.47,0.04,0.21,0.9,0.65
Stocktoncity,0.32,0.66,0.19,0.35,1,0.46,0.48,0.52,0.35,0.32,0.33,1,0.25,0.45,0.26,0.31,0.42,1,0.46,0.24,0.21,0.29,0.2,0.14,0.16,0.27,0.28,0.4,0.57,0.61,0.58,0.23,0.7,0.31,0.26,0.45,0.35,0.61,0.53,0.64,0.65,0.8,0.47,0.5,0.55,0.54,0.23,0.18,0.2,0.44,0.32,0.51,0.36,0.73,0.82,0.73,0.68,0.57,0.78,0.29,0.77,0.64,0,0.2,0.81,0.36,0.36,0.22,0.65,0.29,0.39,0.22,0.24,0.26,0.33,0.34,0.38,0.35,0.67,0.51,0.24,0.3,0.14,0.67,0.53,0.4,0.15,0.34,0.11,0.65
Davenportcity,0.14,0.39,0.15,0.84,0.06,0.06,0.42,0.5,0.33,0.4,0.15,1,0.24,0.51,0.25,0.48,0.47,0.38,0.52,0.28,0.25,0.26,0.17,0.13,0.11,0.22,0.27,0.13,0.41,0.24,0.36,0.31,0.4,0.5,0.39,0.4,0.37,0.53,0.44,0.54,0.55,0.46,0.49,0.52,0.47,0.52,0.58,0.56,0.09,0.41,0.02,0.07,0.92,0.05,0.23,0.2,0.4,0.45,0.34,0.56,0.09,0.53,0.5,0.17,0.69,0.53,0.6,0.55,0.35,0.25,0.18,0.08,0.07,0.07,0.18,0.2,0.2,0.2,0.49,0.2,0.42,0.06,0.07,0.07,0.65,0.54,0.18,0.13,0.06,0.65
Patersoncity,0.21,0.73,0.7,0.1,0.09,0.76,0.52,0.6,0.41,0.29,0.22,1,0.25,0.58,0.14,0.23,0.42,0.64,0.29,0.24,0.18,0.23,0.26,0.15,0.25,0.25,0.3,0.23,0.49,0.78,0.8,0.12,0.76,0.46,0.69,0.29,0.15,0.54,0.71,0.61,0.6,0.84,0.24,0.21,0.38,0.23,0.51,0.49,0.34,1,0.24,0.69,0.13,0.93,0.82,0.76,0.76,0.84,0.74,0.15,0.66,0.73,0,0.12,0.83,0.16,0.44,0.47,0.19,0.68,0.67,0.3,0.34,0.32,0.34,0.39,0.45,0.41,0.61,0.64,1,0.15,0.22,0.75,0.45,0.59,0.02,1,0.59,0.65
OaklandParkcity,0.03,0.19,0.25,0.75,0.1,0.22,0.22,0.5,0.29,0.41,0.04,1,0.27,0.62,0.22,0.4,0.39,0.21,0.31,0.28,0.35,0.38,0.23,0.14,0.21,0.21,0.33,0.02,0.27,0.25,0.37,0.27,0.26,0.66,0.24,0.21,0.31,0.97,0.62,0.85,0.93,0.26,0.4,0.43,0.46,0.22,0.66,0.67,0.02,0.51,0.03,0.56,0.65,0.3,0.16,0.11,0.2,0.18,0.28,0.34,0.29,0.9,0,0.09,0.46,0.37,0.16,0.28,0.67,0.34,0.18,0.2,0.19,0.18,0.47,0.42,0.44,0.43,0.57,0.55,0.4,0,0,0.49,0.15,0.3,0.02,0.35,0.16,0.66
Covingtoncity,0.05,0.36,0.15,0.87,0.02,0.01,0.38,0.51,0.31,0.45,0.07,1,0.16,0.41,0.11,0.31,0.59,0.48,0.41,0.18,0.17,0.18,0.16,0.11,0.09,0.32,0.42,0.08,0.52,0.6,0.66,0.14,0.49,0.39,0.38,0.28,0.25,0.87,0.48,0.74,0.83,0.53,0.36,0.37,0.32,0.38,0.49,0.51,0.05,0.51,0,0.01,0.97,0.02,0.34,0.26,0.36,0.45,0.32,0.42,0.2,0.74,0,0.09,0.61,0.39,0.85,0.6,0,0.5,0.33,0.05,0.05,0.05,0.12,0.15,0.17,0.14,0.48,0.22,0.36,0.03,0,0.01,0.77,0.55,0.04,0.27,0.39,0.66
Albuquerquecity,0.6,0.36,0.06,0.67,0.1,0.64,0.39,0.51,0.32,0.35,0.61,1,0.26,0.61,0.26,0.5,0.37,0.25,0.51,0.29,0.3,0.34,0.26,0.14,0.27,0.27,0.33,0.48,0.36,0.2,0.26,0.46,0.39,0.55,0.19,0.57,0.52,0.66,0.47,0.7,0.71,0.44,0.5,0.53,0.57,0.53,0.54,0.57,0.24,0.3,0.14,0.11,0.57,0.17,0.22,0.19,0.38,0.46,0.31,0.51,0.22,0.55,0,0.7,0.69,0.48,0.16,0.22,0.67,0.39,0.16,0.18,0.18,0.18,0.27,0.28,0.32,0.26,0.55,0.51,0.29,0.15,0.26,0.16,0.42,0.43,0.38,0.24,0.11,0.66
Gretnacity,0.01,0.41,0.66,0.43,0.09,0.08,0.37,0.47,0.3,0.47,0.03,1,0.09,0.33,0.1,0.22,0.57,0.62,0.48,0.11,0.12,0.18,0.14,0.11,0.16,0.22,0.26,0.04,0.8,0.62,0.7,0.11,0.76,0.16,0.2,0.33,0.18,0.91,0.54,0.78,0.87,0.49,0.21,0.18,0.2,0.06,0.41,0.35,0.03,0.68,0,0.06,0.85,0.08,0.38,0.31,0.39,0.36,0.45,0.36,0.38,0.67,0,0.07,0.26,0.39,0.92,0.72,0.38,0.64,0.47,0.09,0.08,0.08,0.13,0.17,0.16,0.18,0.96,0.44,0.33,0,0,0.07,0.86,0.61,0.01,0.41,0.21,0.66
Cudahycity,0.02,1,0.02,0,0.11,1,0.63,0.76,0.53,0.09,0.04,1,0.18,0.64,0.21,0.02,0.19,0.95,0.11,0.12,0.02,0.06,0.17,0.11,0.2,0.17,0.2,0.06,0.73,1,1,0.02,0.69,0.4,0.88,0.01,0,0.36,0.71,0.56,0.48,1,0.47,0.42,0.47,0.5,0.03,0,0.05,0.96,0.08,1,0,1,1,1,1,0.96,1,0,1,0.99,0,0.01,0.91,0,0.2,0.14,0.52,0.46,0.8,0.36,0.38,0.4,0.54,0.53,0.57,0.5,0.78,0.68,0.39,0,0,1,0.3,0.35,0,1,0.5,0.66
Gallupcity,0.01,0.67,0.02,0.23,0.07,0.64,0.46,0.49,0.27,0.21,0,0,0.25,0.69,0.28,0.28,0.27,0.4,0.23,0.23,0.18,0.28,0.6,0.11,0.42,0.25,0.28,0.04,0.61,0.38,0.43,0.25,0.35,0.57,0.09,0.51,0.45,0.55,0.45,0.6,0.6,0.74,0.45,0.47,0.35,0.59,0.51,0.55,0.03,0.66,0.01,0.1,0.29,0.24,0.61,0.59,0.69,0.71,0.63,0.53,0.55,0.48,0.5,0.02,0.7,0.52,0.32,0.41,0.67,0.87,0.45,0.13,0.13,0.13,0.13,0.19,0.21,0.2,0.36,0.35,0.31,0.05,0.04,0.14,0.62,0.47,0.03,0.14,0.01,0.66
Tukwilacity,0,0.16,0.12,0.74,0.45,0.07,0.26,0.59,0.35,0.27,0.02,1,0.31,0.72,0.11,0.45,0.25,0.29,0.39,0.29,0.37,0.38,0.33,0.16,0.3,0.22,0.35,0.01,0.24,0.14,0.24,0.3,0.27,0.73,0.57,0.15,0.36,1,0.63,0.91,1,0.29,0.43,0.47,0.6,0.39,0.46,0.53,0,0.24,0.01,0.25,0.84,0.1,0.16,0.1,0.17,0.29,0.17,0.26,0.2,0.82,0,0.02,0.79,0.24,0.02,0.25,0.65,0.16,0,0.21,0.2,0.21,0.42,0.38,0.4,0.37,0.29,0.32,0.18,0,0,0.21,0.5,0.34,0.02,0.12,0.45,0.67
Richmondcity,0.31,0.3,1,0.13,0.05,0.02,0.38,0.54,0.4,0.5,0.32,1,0.2,0.46,0.15,0.34,0.51,0.49,0.48,0.22,0.3,0.52,0.23,0.28,0.22,0.38,0.41,0.37,0.55,0.42,0.56,0.38,0.4,0.43,0.26,0.53,0.42,0.81,0.72,0.73,0.79,0.38,0.04,0.05,0.17,0.09,0.57,0.57,0.43,1,0.02,0.05,0.95,0.03,0.26,0.18,0.26,0.31,0.27,0.33,0.14,0.64,0,0.47,0.62,0.33,0.83,0.5,0.29,0.5,0.34,0.11,0.12,0.15,0.2,0.26,0.3,0.27,0.56,0.46,0.61,0.17,0.01,0.05,0.73,0.51,0.17,0.28,0.72,0.67
LongBeachcity,0.67,0.46,0.27,0.36,0.83,0.44,0.41,0.6,0.4,0.33,0.68,1,0.33,0.55,0.17,0.38,0.35,0.55,0.39,0.33,0.36,0.5,0.27,0.22,0.22,0.21,0.28,0.64,0.44,0.39,0.42,0.37,0.41,0.53,0.46,0.39,0.45,0.62,0.69,0.68,0.67,0.65,0.42,0.43,0.47,0.43,0.28,0.22,0.47,0.6,0.7,0.8,0.43,0.63,0.68,0.5,0.46,0.4,0.54,0.2,0.76,0.85,0,0.61,0.74,0.26,0.26,0.18,0.33,0.26,0.42,0.55,0.59,0.62,0.51,0.52,0.63,0.51,0.7,0.7,0.18,0.23,0.15,0.72,0.37,0.35,0.14,0.72,0.35,0.67
Daytoncity,0.28,0.36,0.79,0.36,0.04,0.01,0.47,0.55,0.41,0.43,0.29,1,0.13,0.34,0.11,0.27,0.52,0.76,0.61,0.16,0.16,0.2,0.21,0.18,0.23,0.17,0.35,0.42,0.71,0.37,0.55,0.18,0.71,0.28,0.42,0.48,0.31,0.88,0.62,0.86,0.9,0.47,0.12,0.13,0.1,0.07,0.27,0.25,0.36,0.88,0.02,0.03,0.95,0.02,0.32,0.26,0.35,0.35,0.39,0.38,0.13,0.61,0,0.41,0.61,0.39,1,0.62,0.15,0.53,0.32,0.06,0.05,0.05,0.11,0.16,0.17,0.17,0.66,0.23,0.5,0.24,0.01,0.04,0.69,0.54,0.16,0.28,0.42,0.67
